name,hp,atk,def,spa,spd,spe,weight,height,types,abilities,formats,isNonstandard,oob
Solosis,45,30,40,105,50,20,1,0.3,['Psychic'],"['Overcoat', 'Magic Guard', 'Regenerator']",['LC'],Standard,"{'dex_number': 577, 'evos': ['Duosion'], 'alts': [], 'genfamily': ['BW', 'XY', 'SM', 'SS', 'SV']}"
Duosion,65,40,50,125,60,30,8,0.6,['Psychic'],"['Overcoat', 'Magic Guard', 'Regenerator']",['NFE'],Standard,"{'dex_number': 578, 'evos': ['Reuniclus'], 'alts': [], 'genfamily': ['BW', 'XY', 'SM', 'SS', 'SV']}"
Reuniclus,110,65,75,125,85,30,20.1,1,['Psychic'],"['Overcoat', 'Magic Guard', 'Regenerator']",['NU'],Standard,"{'dex_number': 579, 'evos': [], 'alts': [], 'genfamily': ['BW', 'XY', 'SM', 'SS', 'SV']}"
Growlithe,55,70,45,70,50,60,19,0.7,['Fire'],"['Intimidate', 'Flash Fire', 'Justified']",['LC'],Standard,"{'dex_number': 58, 'evos': ['Arcanine'], 'alts': [], 'genfamily': ['RB', 'GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Growlithe-Hisui,60,75,45,65,50,55,22.7,0.8,"['Fire', 'Rock']","['Intimidate', 'Flash Fire', 'Rock Head']",['LC'],Standard,"{'dex_number': 58, 'evos': ['Arcanine-Hisui'], 'alts': [], 'genfamily': ['SS', 'SV']}"
Ducklett,62,44,50,44,50,55,5.5,0.5,"['Water', 'Flying']","['Keen Eye', 'Big Pecks', 'Hydration']",['LC'],Standard,"{'dex_number': 580, 'evos': ['Swanna'], 'alts': [], 'genfamily': ['BW', 'XY', 'SM', 'SS', 'SV']}"
Swanna,75,87,63,87,63,98,24.2,1.3,"['Water', 'Flying']","['Keen Eye', 'Big Pecks', 'Hydration']",['ZU'],Standard,"{'dex_number': 581, 'evos': [], 'alts': [], 'genfamily': ['BW', 'XY', 'SM', 'SS', 'SV']}"
Vanillite,36,50,50,65,60,44,5.7,0.4,['Ice'],"['Ice Body', 'Snow Cloak', 'Weak Armor']",['National Dex'],NatDex,"{'dex_number': 582, 'evos': ['Vanillish'], 'alts': [], 'genfamily': ['BW', 'XY', 'SM', 'SS', 'SV']}"
Vanillish,51,65,65,80,75,59,41,1.1,['Ice'],"['Ice Body', 'Snow Cloak', 'Weak Armor']",['National Dex'],NatDex,"{'dex_number': 583, 'evos': ['Vanilluxe'], 'alts': [], 'genfamily': ['BW', 'XY', 'SM', 'SS', 'SV']}"
Vanilluxe,71,95,85,110,95,79,57.5,1.3,['Ice'],"['Ice Body', 'Snow Warning', 'Weak Armor']",['National Dex'],NatDex,"{'dex_number': 584, 'evos': [], 'alts': [], 'genfamily': ['BW', 'XY', 'SM', 'SS', 'SV']}"
Deerling,60,60,50,40,50,75,19.5,0.6,"['Normal', 'Grass']","['Chlorophyll', 'Sap Sipper', 'Serene Grace']",['LC'],Standard,"{'dex_number': 585, 'evos': ['Sawsbuck'], 'alts': [], 'genfamily': ['BW', 'XY', 'SM', 'SS', 'SV']}"
Sawsbuck,80,100,70,60,70,95,92.5,1.9,"['Normal', 'Grass']","['Chlorophyll', 'Sap Sipper', 'Serene Grace']",['ZU'],Standard,"{'dex_number': 586, 'evos': [], 'alts': [], 'genfamily': ['BW', 'XY', 'SM', 'SS', 'SV']}"
Emolga,55,75,60,75,60,103,5,0.4,"['Electric', 'Flying']","['Static', 'Motor Drive']",['National Dex'],NatDex,"{'dex_number': 587, 'evos': [], 'alts': [], 'genfamily': ['BW', 'XY', 'SM', 'SS', 'SV']}"
Karrablast,50,75,45,40,45,60,5.9,0.5,['Bug'],"['Swarm', 'Shed Skin', 'No Guard']",['National Dex'],NatDex,"{'dex_number': 588, 'evos': ['Escavalier'], 'alts': [], 'genfamily': ['BW', 'XY', 'SM', 'SS', 'SV']}"
Escavalier,70,135,105,60,105,20,33,1,"['Bug', 'Steel']","['Swarm', 'Shell Armor', 'Overcoat']",['National Dex'],NatDex,"{'dex_number': 589, 'evos': [], 'alts': [], 'genfamily': ['BW', 'XY', 'SM', 'SS', 'SV']}"
Arcanine,90,110,80,100,80,95,155,1.9,['Fire'],"['Intimidate', 'Flash Fire', 'Justified']",['PU'],Standard,"{'dex_number': 59, 'evos': [], 'alts': [], 'genfamily': ['RB', 'GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Arcanine-Hisui,95,115,80,95,80,90,168,2,"['Fire', 'Rock']","['Intimidate', 'Flash Fire', 'Rock Head']",['UU'],Standard,"{'dex_number': 59, 'evos': [], 'alts': [], 'genfamily': ['SS', 'SV']}"
Foongus,69,55,45,55,55,15,1,0.2,"['Grass', 'Poison']","['Effect Spore', 'Regenerator']",['LC'],Standard,"{'dex_number': 590, 'evos': ['Amoonguss'], 'alts': [], 'genfamily': ['BW', 'XY', 'SM', 'SS', 'SV']}"
Amoonguss,114,85,70,85,80,30,10.5,0.6,"['Grass', 'Poison']","['Effect Spore', 'Regenerator']",['RU'],Standard,"{'dex_number': 591, 'evos': [], 'alts': [], 'genfamily': ['BW', 'XY', 'SM', 'SS', 'SV']}"
Frillish,55,40,50,65,85,40,33,1.2,"['Water', 'Ghost']","['Water Absorb', 'Cursed Body', 'Damp']",['National Dex'],NatDex,"{'dex_number': 592, 'evos': ['Jellicent'], 'alts': [], 'genfamily': ['BW', 'XY', 'SM', 'SS', 'SV']}"
Jellicent,100,60,70,85,105,60,135,2.2,"['Water', 'Ghost']","['Water Absorb', 'Cursed Body', 'Damp']",['National Dex'],NatDex,"{'dex_number': 593, 'evos': [], 'alts': [], 'genfamily': ['BW', 'XY', 'SM', 'SS', 'SV']}"
Alomomola,165,75,80,40,45,65,31.6,1.2,['Water'],"['Healer', 'Hydration', 'Regenerator']",['OU'],Standard,"{'dex_number': 594, 'evos': [], 'alts': [], 'genfamily': ['BW', 'XY', 'SM', 'SS', 'SV']}"
Joltik,50,47,50,57,50,65,0.6,0.1,"['Bug', 'Electric']","['Compound Eyes', 'Unnerve', 'Swarm']",['LC'],Standard,"{'dex_number': 595, 'evos': ['Galvantula'], 'alts': [], 'genfamily': ['BW', 'XY', 'SM', 'SS', 'SV']}"
Galvantula,70,77,60,97,60,108,14.3,0.8,"['Bug', 'Electric']","['Compound Eyes', 'Unnerve', 'Swarm']",['NU'],Standard,"{'dex_number': 596, 'evos': [], 'alts': [], 'genfamily': ['BW', 'XY', 'SM', 'SS', 'SV']}"
Ferroseed,44,50,91,24,86,10,18.8,0.6,"['Grass', 'Steel']",['Iron Barbs'],['National Dex'],NatDex,"{'dex_number': 597, 'evos': ['Ferrothorn'], 'alts': [], 'genfamily': ['BW', 'XY', 'SM', 'SS', 'SV']}"
Ferrothorn,74,94,131,54,116,20,110,1,"['Grass', 'Steel']","['Iron Barbs', 'Anticipation']",['National Dex'],NatDex,"{'dex_number': 598, 'evos': [], 'alts': [], 'genfamily': ['BW', 'XY', 'SM', 'SS', 'SV']}"
Klink,40,55,70,45,60,30,21,0.3,['Steel'],"['Plus', 'Minus', 'Clear Body']",['National Dex'],NatDex,"{'dex_number': 599, 'evos': ['Klang'], 'alts': [], 'genfamily': ['BW', 'XY', 'SM', 'SS', 'SV']}"
Charizard,78,84,78,109,85,100,90.5,1.7,"['Fire', 'Flying']","['Blaze', 'Solar Power']",['PU'],Standard,"{'dex_number': 6, 'evos': [], 'alts': ['Charizard-Mega-Y', 'Charizard-Mega-X', 'Charizard-Gmax'], 'genfamily': ['RB', 'GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Poliwag,40,50,40,40,40,90,12.4,0.6,['Water'],"['Water Absorb', 'Damp', 'Swift Swim']",['LC'],Standard,"{'dex_number': 60, 'evos': ['Poliwhirl'], 'alts': [], 'genfamily': ['RB', 'GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Klang,60,80,95,70,85,50,51,0.6,['Steel'],"['Plus', 'Minus', 'Clear Body']",['National Dex'],NatDex,"{'dex_number': 600, 'evos': ['Klinklang'], 'alts': [], 'genfamily': ['BW', 'XY', 'SM', 'SS', 'SV']}"
Klinklang,60,100,115,70,85,90,81,0.6,['Steel'],"['Plus', 'Minus', 'Clear Body']",['National Dex'],NatDex,"{'dex_number': 601, 'evos': [], 'alts': [], 'genfamily': ['BW', 'XY', 'SM', 'SS', 'SV']}"
Tynamo,35,55,40,45,40,60,0.3,0.2,['Electric'],['Levitate'],['LC'],Standard,"{'dex_number': 602, 'evos': ['Eelektrik'], 'alts': [], 'genfamily': ['BW', 'XY', 'SM', 'SS', 'SV']}"
Eelektrik,65,85,70,75,70,40,22,1.2,['Electric'],['Levitate'],['NFE'],Standard,"{'dex_number': 603, 'evos': ['Eelektross'], 'alts': [], 'genfamily': ['BW', 'XY', 'SM', 'SS', 'SV']}"
Eelektross,85,115,80,105,80,50,80.5,2.1,['Electric'],['Levitate'],['ZU'],Standard,"{'dex_number': 604, 'evos': [], 'alts': [], 'genfamily': ['BW', 'XY', 'SM', 'SS', 'SV']}"
Elgyem,55,55,55,85,55,30,9,0.5,['Psychic'],"['Telepathy', 'Synchronize', 'Analytic']",['National Dex'],NatDex,"{'dex_number': 605, 'evos': ['Beheeyem'], 'alts': [], 'genfamily': ['BW', 'XY', 'SM', 'SS', 'SV']}"
Beheeyem,75,75,75,125,95,40,34.5,1,['Psychic'],"['Telepathy', 'Synchronize', 'Analytic']",['National Dex'],NatDex,"{'dex_number': 606, 'evos': [], 'alts': [], 'genfamily': ['BW', 'XY', 'SM', 'SS', 'SV']}"
Litwick,50,30,55,65,55,20,3.1,0.3,"['Ghost', 'Fire']","['Flash Fire', 'Flame Body', 'Infiltrator']",['LC'],Standard,"{'dex_number': 607, 'evos': ['Lampent'], 'alts': [], 'genfamily': ['BW', 'XY', 'SM', 'SS', 'SV']}"
Lampent,60,40,60,95,60,55,13,0.6,"['Ghost', 'Fire']","['Flash Fire', 'Flame Body', 'Infiltrator']",['NFE'],Standard,"{'dex_number': 608, 'evos': ['Chandelure'], 'alts': [], 'genfamily': ['BW', 'XY', 'SM', 'SS', 'SV']}"
Chandelure,60,55,90,145,90,80,34.3,1,"['Ghost', 'Fire']","['Flash Fire', 'Flame Body', 'Infiltrator']",['NU'],Standard,"{'dex_number': 609, 'evos': [], 'alts': [], 'genfamily': ['BW', 'XY', 'SM', 'SS', 'SV']}"
Poliwhirl,65,65,65,50,50,90,20,1,['Water'],"['Water Absorb', 'Damp', 'Swift Swim']",['NFE'],Standard,"{'dex_number': 61, 'evos': ['Politoed', 'Poliwrath'], 'alts': [], 'genfamily': ['RB', 'GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Axew,46,87,60,30,40,57,18,0.6,['Dragon'],"['Rivalry', 'Mold Breaker', 'Unnerve']",['LC'],Standard,"{'dex_number': 610, 'evos': ['Fraxure'], 'alts': [], 'genfamily': ['BW', 'XY', 'SM', 'SS', 'SV']}"
Fraxure,66,117,70,40,50,67,36,1,['Dragon'],"['Rivalry', 'Mold Breaker', 'Unnerve']",['NFE'],Standard,"{'dex_number': 611, 'evos': ['Haxorus'], 'alts': [], 'genfamily': ['BW', 'XY', 'SM', 'SS', 'SV']}"
Haxorus,76,147,90,60,70,97,105.5,1.8,['Dragon'],"['Rivalry', 'Mold Breaker', 'Unnerve']",['RUBL'],Standard,"{'dex_number': 612, 'evos': [], 'alts': [], 'genfamily': ['BW', 'XY', 'SM', 'SS', 'SV']}"
Cubchoo,55,70,40,60,40,40,8.5,0.5,['Ice'],"['Snow Cloak', 'Slush Rush', 'Rattled']",['LC'],Standard,"{'dex_number': 613, 'evos': ['Beartic'], 'alts': [], 'genfamily': ['BW', 'XY', 'SM', 'SS', 'SV']}"
Beartic,95,130,80,70,80,50,260,2.6,['Ice'],"['Snow Cloak', 'Slush Rush', 'Swift Swim']",['ZU'],Standard,"{'dex_number': 614, 'evos': [], 'alts': [], 'genfamily': ['BW', 'XY', 'SM', 'SS', 'SV']}"
Cryogonal,80,50,50,95,135,105,148,1.1,['Ice'],['Levitate'],['ZU'],Standard,"{'dex_number': 615, 'evos': [], 'alts': [], 'genfamily': ['BW', 'XY', 'SM', 'SS', 'SV']}"
Shelmet,50,40,85,40,65,25,7.7,0.4,['Bug'],"['Hydration', 'Shell Armor', 'Overcoat']",['National Dex'],NatDex,"{'dex_number': 616, 'evos': ['Accelgor'], 'alts': [], 'genfamily': ['BW', 'XY', 'SM', 'SS', 'SV']}"
Accelgor,80,70,40,100,60,145,25.3,0.8,['Bug'],"['Hydration', 'Sticky Hold', 'Unburden']",['National Dex'],NatDex,"{'dex_number': 617, 'evos': [], 'alts': [], 'genfamily': ['BW', 'XY', 'SM', 'SS', 'SV']}"
Stunfisk,109,66,84,81,99,32,11,0.7,"['Ground', 'Electric']","['Static', 'Limber', 'Sand Veil']",['National Dex'],NatDex,"{'dex_number': 618, 'evos': [], 'alts': [], 'genfamily': ['BW', 'XY', 'SM', 'SS', 'SV']}"
Stunfisk-Galar,109,81,99,66,84,32,20.5,0.7,"['Ground', 'Steel']",['Mimicry'],['National Dex'],NatDex,"{'dex_number': 618, 'evos': [], 'alts': [], 'genfamily': ['SS', 'SV']}"
Mienfoo,45,85,50,55,50,65,20,0.9,['Fighting'],"['Inner Focus', 'Regenerator', 'Reckless']",['LC'],Standard,"{'dex_number': 619, 'evos': ['Mienshao'], 'alts': [], 'genfamily': ['BW', 'XY', 'SM', 'SS', 'SV']}"
Poliwrath,90,95,95,70,90,70,54,1.3,"['Water', 'Fighting']","['Water Absorb', 'Damp', 'Swift Swim']",['ZU'],Standard,"{'dex_number': 62, 'evos': [], 'alts': [], 'genfamily': ['RB', 'GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Mienshao,65,125,60,95,60,105,35.5,1.4,['Fighting'],"['Inner Focus', 'Regenerator', 'Reckless']",['NU'],Standard,"{'dex_number': 620, 'evos': [], 'alts': [], 'genfamily': ['BW', 'XY', 'SM', 'SS', 'SV']}"
Druddigon,77,120,90,60,90,48,139,1.6,['Dragon'],"['Rough Skin', 'Sheer Force', 'Mold Breaker']",['National Dex'],NatDex,"{'dex_number': 621, 'evos': [], 'alts': [], 'genfamily': ['BW', 'XY', 'SM', 'SS', 'SV']}"
Golett,59,74,50,35,50,35,92,1,"['Ground', 'Ghost']","['Iron Fist', 'Klutz', 'No Guard']",['LC'],Standard,"{'dex_number': 622, 'evos': ['Golurk'], 'alts': [], 'genfamily': ['BW', 'XY', 'SM', 'SS', 'SV']}"
Golurk,89,124,80,55,80,55,330,2.8,"['Ground', 'Ghost']","['Iron Fist', 'Klutz', 'No Guard']",['PU'],Standard,"{'dex_number': 623, 'evos': [], 'alts': [], 'genfamily': ['BW', 'XY', 'SM', 'SS', 'SV']}"
Pawniard,45,85,70,40,40,60,10.2,0.5,"['Dark', 'Steel']","['Defiant', 'Inner Focus', 'Pressure']",['LC'],Standard,"{'dex_number': 624, 'evos': ['Bisharp'], 'alts': [], 'genfamily': ['BW', 'XY', 'SM', 'SS', 'SV']}"
Bisharp,65,125,100,60,70,70,70,1.6,"['Dark', 'Steel']","['Defiant', 'Inner Focus', 'Pressure']",['RU'],Standard,"{'dex_number': 625, 'evos': ['Kingambit'], 'alts': [], 'genfamily': ['BW', 'XY', 'SM', 'SS', 'SV']}"
Bouffalant,95,110,95,40,95,55,94.6,1.6,['Normal'],"['Reckless', 'Sap Sipper', 'Soundproof']",['National Dex'],NatDex,"{'dex_number': 626, 'evos': [], 'alts': [], 'genfamily': ['BW', 'XY', 'SM', 'SS', 'SV']}"
Rufflet,70,83,50,37,50,60,10.5,0.5,"['Normal', 'Flying']","['Keen Eye', 'Sheer Force', 'Hustle']",['NFE'],Standard,"{'dex_number': 627, 'evos': ['Braviary', 'Braviary-Hisui'], 'alts': [], 'genfamily': ['BW', 'XY', 'SM', 'SS', 'SV']}"
Braviary,100,123,75,57,75,80,41,1.5,"['Normal', 'Flying']","['Keen Eye', 'Sheer Force', 'Defiant']",['ZUBL'],Standard,"{'dex_number': 628, 'evos': [], 'alts': [], 'genfamily': ['BW', 'XY', 'SM', 'SS', 'SV']}"
Braviary-Hisui,110,83,70,112,70,65,43.4,1.7,"['Psychic', 'Flying']","['Keen Eye', 'Sheer Force', 'Tinted Lens']",['PU'],Standard,"{'dex_number': 628, 'evos': [], 'alts': [], 'genfamily': ['SS', 'SV']}"
Vullaby,70,55,75,45,65,60,9,0.5,"['Dark', 'Flying']","['Big Pecks', 'Overcoat', 'Weak Armor']",['LC'],Standard,"{'dex_number': 629, 'evos': ['Mandibuzz'], 'alts': [], 'genfamily': ['BW', 'XY', 'SM', 'SS', 'SV']}"
Abra,25,20,15,105,55,90,19.5,0.9,['Psychic'],"['Synchronize', 'Inner Focus', 'Magic Guard']",['National Dex'],NatDex,"{'dex_number': 63, 'evos': ['Kadabra'], 'alts': [], 'genfamily': ['RB', 'GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Mandibuzz,110,65,105,55,95,80,39.5,1.2,"['Dark', 'Flying']","['Big Pecks', 'Overcoat', 'Weak Armor']",['UU'],Standard,"{'dex_number': 630, 'evos': [], 'alts': [], 'genfamily': ['BW', 'XY', 'SM', 'SS', 'SV']}"
Heatmor,85,97,66,105,66,65,58,1.4,['Fire'],"['Gluttony', 'Flash Fire', 'White Smoke']",['National Dex'],NatDex,"{'dex_number': 631, 'evos': [], 'alts': [], 'genfamily': ['BW', 'XY', 'SM', 'SS', 'SV']}"
Durant,58,109,112,48,48,109,33,0.3,"['Bug', 'Steel']","['Swarm', 'Hustle', 'Truant']",['National Dex'],NatDex,"{'dex_number': 632, 'evos': [], 'alts': [], 'genfamily': ['BW', 'XY', 'SM', 'SS', 'SV']}"
Deino,52,65,50,45,50,38,17.3,0.8,"['Dark', 'Dragon']",['Hustle'],['LC'],Standard,"{'dex_number': 633, 'evos': ['Zweilous'], 'alts': [], 'genfamily': ['BW', 'XY', 'SM', 'SS', 'SV']}"
Zweilous,72,85,70,65,70,58,50,1.4,"['Dark', 'Dragon']",['Hustle'],['NFE'],Standard,"{'dex_number': 634, 'evos': ['Hydreigon'], 'alts': [], 'genfamily': ['BW', 'XY', 'SM', 'SS', 'SV']}"
Hydreigon,92,105,90,125,90,98,160,1.8,"['Dark', 'Dragon']",['Levitate'],['RUBL'],Standard,"{'dex_number': 635, 'evos': [], 'alts': [], 'genfamily': ['BW', 'XY', 'SM', 'SS', 'SV']}"
Larvesta,55,85,55,50,55,60,28.8,1.1,"['Bug', 'Fire']","['Flame Body', 'Swarm']",['LC'],Standard,"{'dex_number': 636, 'evos': ['Volcarona'], 'alts': [], 'genfamily': ['BW', 'XY', 'SM', 'SS', 'SV']}"
Volcarona,85,60,65,135,105,100,46,1.6,"['Bug', 'Fire']","['Flame Body', 'Swarm']",['OU'],Standard,"{'dex_number': 637, 'evos': [], 'alts': [], 'genfamily': ['BW', 'XY', 'SM', 'SS', 'SV']}"
Cobalion,91,90,129,90,72,108,250,2.1,"['Steel', 'Fighting']",['Justified'],['RU'],Standard,"{'dex_number': 638, 'evos': [], 'alts': [], 'genfamily': ['BW', 'XY', 'SM', 'SS', 'SV']}"
Terrakion,91,129,90,72,90,108,260,1.9,"['Rock', 'Fighting']",['Justified'],['RU'],Standard,"{'dex_number': 639, 'evos': [], 'alts': [], 'genfamily': ['BW', 'XY', 'SM', 'SS', 'SV']}"
Kadabra,40,35,30,120,70,105,56.5,1.3,['Psychic'],"['Synchronize', 'Inner Focus', 'Magic Guard']",['National Dex'],NatDex,"{'dex_number': 64, 'evos': ['Alakazam'], 'alts': [], 'genfamily': ['RB', 'GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Virizion,91,90,72,90,129,108,200,2,"['Grass', 'Fighting']",['Justified'],['PU'],Standard,"{'dex_number': 640, 'evos': [], 'alts': [], 'genfamily': ['BW', 'XY', 'SM', 'SS', 'SV']}"
Tornadus,79,115,70,125,80,111,63,1.5,['Flying'],"['Prankster', 'Defiant']",['PU'],Standard,"{'dex_number': 641, 'evos': [], 'alts': [], 'genfamily': ['BW', 'XY', 'SM', 'SS', 'SV']}"
Tornadus-Therian,79,100,80,110,90,121,63,1.4,['Flying'],['Regenerator'],['UU'],Standard,"{'dex_number': 641, 'evos': [], 'alts': [], 'genfamily': ['BW', 'XY', 'SM', 'SS', 'SV']}"
Thundurus,79,115,70,125,80,111,61,1.5,"['Electric', 'Flying']","['Prankster', 'Defiant']",['NU'],Standard,"{'dex_number': 642, 'evos': [], 'alts': [], 'genfamily': ['BW', 'XY', 'SM', 'SS', 'SV']}"
Thundurus-Therian,79,105,70,145,80,101,61,3,"['Electric', 'Flying']",['Volt Absorb'],['RU'],Standard,"{'dex_number': 642, 'evos': [], 'alts': [], 'genfamily': ['BW', 'XY', 'SM', 'SS', 'SV']}"
Reshiram,100,120,100,150,120,90,330,3.2,"['Dragon', 'Fire']",['Turboblaze'],['Uber'],Standard,"{'dex_number': 643, 'evos': [], 'alts': [], 'genfamily': ['BW', 'XY', 'SM', 'SS', 'SV']}"
Zekrom,100,150,120,120,100,90,345,2.9,"['Dragon', 'Electric']",['Teravolt'],['Uber'],Standard,"{'dex_number': 644, 'evos': [], 'alts': [], 'genfamily': ['BW', 'XY', 'SM', 'SS', 'SV']}"
Landorus,89,125,90,115,80,101,68,1.5,"['Ground', 'Flying']","['Sand Force', 'Sheer Force']",['Uber'],Standard,"{'dex_number': 645, 'evos': [], 'alts': [], 'genfamily': ['BW', 'XY', 'SM', 'SS', 'SV']}"
Landorus-Therian,89,145,90,105,80,91,68,1.3,"['Ground', 'Flying']",['Intimidate'],['OU'],Standard,"{'dex_number': 645, 'evos': [], 'alts': [], 'genfamily': ['BW', 'XY', 'SM', 'SS', 'SV']}"
Kyurem,125,130,90,130,90,95,325,3,"['Dragon', 'Ice']",['Pressure'],['OU'],Standard,"{'dex_number': 646, 'evos': [], 'alts': [], 'genfamily': ['BW', 'XY', 'SM', 'SS', 'SV']}"
Kyurem-Black,125,170,100,120,90,95,325,3.3,"['Dragon', 'Ice']",['Teravolt'],['Uber'],Standard,"{'dex_number': 646, 'evos': [], 'alts': [], 'genfamily': ['BW', 'XY', 'SM', 'SS', 'SV']}"
Kyurem-White,125,120,90,170,100,95,325,3.6,"['Dragon', 'Ice']",['Turboblaze'],['Uber'],Standard,"{'dex_number': 646, 'evos': [], 'alts': [], 'genfamily': ['BW', 'XY', 'SM', 'SS', 'SV']}"
Keldeo,91,72,90,129,90,108,48.5,1.4,"['Water', 'Fighting']",['Justified'],['UU'],Standard,"{'dex_number': 647, 'evos': [], 'alts': [], 'genfamily': ['BW', 'XY', 'SM', 'SS', 'SV']}"
Keldeo-Resolute,91,72,90,129,90,108,48.5,1.4,"['Water', 'Fighting']",['Justified'],['UU'],Standard,"{'dex_number': 647, 'evos': [], 'alts': [], 'genfamily': ['BW', 'XY', 'SM', 'SS', 'SV']}"
Meloetta,100,77,77,128,128,90,6.5,0.6,"['Normal', 'Psychic']",['Serene Grace'],['PU'],Standard,"{'dex_number': 648, 'evos': [], 'alts': ['Meloetta-Pirouette'], 'genfamily': ['BW', 'XY', 'SM', 'SS', 'SV']}"
Genesect,71,120,95,120,95,99,82.5,1.5,"['Bug', 'Steel']",['Download'],['National Dex'],NatDex,"{'dex_number': 649, 'evos': [], 'alts': [], 'genfamily': ['BW', 'XY', 'SM', 'SS', 'SV']}"
Genesect-Burn,71,120,95,120,95,99,82.5,1.5,"['Bug', 'Steel']",['Download'],['National Dex'],NatDex,"{'dex_number': 649, 'evos': [], 'alts': [], 'genfamily': ['BW', 'XY', 'SM', 'SS', 'SV']}"
Genesect-Chill,71,120,95,120,95,99,82.5,1.5,"['Bug', 'Steel']",['Download'],['National Dex'],NatDex,"{'dex_number': 649, 'evos': [], 'alts': [], 'genfamily': ['BW', 'XY', 'SM', 'SS', 'SV']}"
Genesect-Douse,71,120,95,120,95,99,82.5,1.5,"['Bug', 'Steel']",['Download'],['National Dex'],NatDex,"{'dex_number': 649, 'evos': [], 'alts': [], 'genfamily': ['BW', 'XY', 'SM', 'SS', 'SV']}"
Genesect-Shock,71,120,95,120,95,99,82.5,1.5,"['Bug', 'Steel']",['Download'],['National Dex'],NatDex,"{'dex_number': 649, 'evos': [], 'alts': [], 'genfamily': ['BW', 'XY', 'SM', 'SS', 'SV']}"
Alakazam,55,50,45,135,95,120,48,1.5,['Psychic'],"['Synchronize', 'Inner Focus', 'Magic Guard']",['National Dex'],NatDex,"{'dex_number': 65, 'evos': [], 'alts': ['Alakazam-Mega'], 'genfamily': ['RB', 'GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Chespin,56,61,65,48,45,38,9,0.4,['Grass'],"['Overgrow', 'Bulletproof']",['LC'],Standard,"{'dex_number': 650, 'evos': ['Quilladin'], 'alts': [], 'genfamily': ['XY', 'SM', 'SS', 'SV']}"
Quilladin,61,78,95,56,58,57,29,0.7,['Grass'],"['Overgrow', 'Bulletproof']",['NFE'],Standard,"{'dex_number': 651, 'evos': ['Chesnaught'], 'alts': [], 'genfamily': ['XY', 'SM', 'SS', 'SV']}"
Chesnaught,88,107,122,74,75,64,90,1.6,"['Grass', 'Fighting']","['Overgrow', 'Bulletproof']",['RU'],Standard,"{'dex_number': 652, 'evos': [], 'alts': [], 'genfamily': ['XY', 'SM', 'SS', 'SV']}"
Fennekin,40,45,40,62,60,60,9.4,0.4,['Fire'],"['Blaze', 'Magician']",['LC'],Standard,"{'dex_number': 653, 'evos': ['Braixen'], 'alts': [], 'genfamily': ['XY', 'SM', 'SS', 'SV']}"
Braixen,59,59,58,90,70,73,14.5,1,['Fire'],"['Blaze', 'Magician']",['NFE'],Standard,"{'dex_number': 654, 'evos': ['Delphox'], 'alts': [], 'genfamily': ['XY', 'SM', 'SS', 'SV']}"
Delphox,75,69,72,114,100,104,39,1.5,"['Fire', 'Psychic']","['Blaze', 'Magician']",['PU'],Standard,"{'dex_number': 655, 'evos': [], 'alts': [], 'genfamily': ['XY', 'SM', 'SS', 'SV']}"
Froakie,41,56,40,62,44,71,7,0.3,['Water'],"['Torrent', 'Protean']",['LC'],Standard,"{'dex_number': 656, 'evos': ['Frogadier'], 'alts': [], 'genfamily': ['XY', 'SM', 'SS', 'SV']}"
Frogadier,54,63,52,83,56,97,10.9,0.6,['Water'],"['Torrent', 'Protean']",['NFE'],Standard,"{'dex_number': 657, 'evos': ['Greninja'], 'alts': [], 'genfamily': ['XY', 'SM', 'SS', 'SV']}"
Greninja,72,95,67,103,71,122,40,1.5,"['Water', 'Dark']","['Torrent', 'Protean', 'Battle Bond']",['UU'],Standard,"{'dex_number': 658, 'evos': [], 'alts': [], 'genfamily': ['XY', 'SM', 'SS', 'SV']}"
Greninja-Bond,72,95,67,103,71,122,40,1.5,"['Water', 'Dark']",['Battle Bond'],['UU'],Standard,"{'dex_number': 658, 'evos': [], 'alts': ['Greninja-Ash'], 'genfamily': ['SM', 'SS', 'SV']}"
Bunnelby,38,36,38,32,36,57,5,0.4,['Normal'],"['Pickup', 'Cheek Pouch', 'Huge Power']",['National Dex'],NatDex,"{'dex_number': 659, 'evos': ['Diggersby'], 'alts': [], 'genfamily': ['XY', 'SM', 'SS', 'SV']}"
Machop,70,80,50,35,35,35,19.5,0.8,['Fighting'],"['Guts', 'No Guard', 'Steadfast']",['National Dex'],NatDex,"{'dex_number': 66, 'evos': ['Machoke'], 'alts': [], 'genfamily': ['RB', 'GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
